rp,population,rp_start,rp_end,cont_enrollment,age_grp,gender,state,lob,plantyp,datasource,mm
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,MO,COMMERCIAL,HMO,IBM-CCAE,1332
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,OR,COMMERCIAL,Non-Cap POS,IBM-CCAE,192
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,2,NY,COMMERCIAL,Unknown,IBM-CCAE,559
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,MD,COMMERCIAL,Others,IBM-CCAE,1201
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,ND,COMMERCIAL,HMO,IBM-CCAE,47
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,MD,COMMERCIAL,Others,IBM-CCAE,18917
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,NE,COMMERCIAL,Others,IBM-CCAE,31
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,F,WEST SOUTH CENTRAL,COM,HMO,OPTUM-SES,1109
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,CT,COMMERCIAL,Unknown,IBM-CCAE,3
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13127
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,F,MOUNTAIN,COM,PPO,OPTUM-SES,23
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,2,MO,COMMERCIAL,Unknown,IBM-MDCR,54
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,WY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2322
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,AZ,COMMERCIAL,PPO,IBM-CCAE,148656
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,WI,COMMERCIAL,Others,IBM-MDCR,512
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,SC,COMMERCIAL,Non-Cap POS,IBM-CCAE,665
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,49
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,KY,COMMERCIAL,PPO,IBM-MDCR,2964
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,NM,COMMERCIAL,Unknown,IBM-CCAE,348
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,VA,COMMERCIAL,PPO,IBM-CCAE,253
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,UN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,43
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,MN,COMMERCIAL,Unknown,IBM-CCAE,8
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,MD,COMMERCIAL,Non-Cap POS,IBM-CCAE,167
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,ME,COMMERCIAL,Unknown,IBM-CCAE,7
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,ME,COMMERCIAL,PPO,IBM-CCAE,139
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,GA,COMMERCIAL,HMO,IBM-CCAE,16115
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,29219
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,NE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,LA,COMMERCIAL,HMO,IBM-CCAE,9932
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,MS,COMMERCIAL,HMO,IBM-CCAE,5
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,M,WEST SOUTH CENTRAL,MCR,POS,OPTUM-SES,1
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,CO,COMMERCIAL,Unknown,IBM-CCAE,831
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,WV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,5906
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,VA,COMMERCIAL,Others,IBM-CCAE,381
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,AR,COMMERCIAL,CDHP/HDHP,IBM-MDCR,6
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,MN,COMMERCIAL,Others,IBM-CCAE,32
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,M,WEST SOUTH CENTRAL,COM,EPO,OPTUM-SES,40290
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,WI,COMMERCIAL,Non-Cap POS,IBM-CCAE,1
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,GA,COMMERCIAL,Others,IBM-CCAE,7404
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,AL,COMMERCIAL,Unknown,IBM-CCAE,587
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,65403
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,MS,COMMERCIAL,PPO,IBM-CCAE,32
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,F,PACIFIC,MCR,HMO,OPTUM-SES,9
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,OK,COMMERCIAL,CDHP/HDHP,IBM-MDCR,131
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,IN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,9436
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,5
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,LA,COMMERCIAL,HMO,IBM-CCAE,13620
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,TX,COMMERCIAL,Unknown,IBM-CCAE,179
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,ND,COMMERCIAL,PPO,IBM-CCAE,2036
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,WV,COMMERCIAL,Others,IBM-CCAE,472
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,VT,COMMERCIAL,HMO,IBM-CCAE,120
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,M,EAST NORTH CENTRAL,COM,EPO,OPTUM-SES,1922
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,WV,COMMERCIAL,Unknown,IBM-CCAE,76
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,VA,COMMERCIAL,PPO,IBM-CCAE,397
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,SD,COMMERCIAL,Others,IBM-CCAE,131
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,MT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1120
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,F,SOUTH ATLANTIC,COM,EPO,OPTUM-SES,165
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,HI,COMMERCIAL,Others,IBM-CCAE,71
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,NC,COMMERCIAL,Unknown,IBM-CCAE,4215
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,NH,COMMERCIAL,Unknown,IBM-CCAE,23
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,WI,COMMERCIAL,PPO,IBM-CCAE,91491
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,AL,COMMERCIAL,PPO,IBM-CCAE,1901
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,F,SOUTH ATLANTIC,MCR,OTH,OPTUM-SES,57651
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,AL,COMMERCIAL,HMO,IBM-CCAE,1636
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,WI,COMMERCIAL,Cap POS,IBM-CCAE,35
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,F,MIDDLE ATLANTIC,COM,HMO,OPTUM-SES,601
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,GA,COMMERCIAL,Unknown,IBM-CCAE,2400
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,MO,COMMERCIAL,Others,IBM-CCAE,82
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,TX,COMMERCIAL,Unknown,IBM-CCAE,445
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,WV,COMMERCIAL,Others,IBM-CCAE,95
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,MS,COMMERCIAL,HMO,IBM-CCAE,840
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,AR,COMMERCIAL,Unknown,IBM-CCAE,27
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,1,MI,COMMERCIAL,PPO,IBM-MDCR,11
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,FL,COMMERCIAL,Unknown,IBM-CCAE,88228
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,IL,COMMERCIAL,Non-Cap POS,IBM-CCAE,98
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,NC,COMMERCIAL,CDHP/HDHP,IBM-MDCR,18
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,2,NC,COMMERCIAL,Others,IBM-CCAE,9
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,NH,COMMERCIAL,Others,IBM-CCAE,336
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,HI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,15
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,M,SOUTH ATLANTIC,COM,HMO,OPTUM-SES,948
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,KS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2792
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,NE,COMMERCIAL,Unknown,IBM-CCAE,4
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,NC,COMMERCIAL,Others,IBM-CCAE,4
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,PA,COMMERCIAL,PPO,IBM-CCAE,329359
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,ND,COMMERCIAL,Unknown,IBM-CCAE,100
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,M,EAST NORTH CENTRAL,MCR,PPO,OPTUM-SES,78
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,TN,COMMERCIAL,Non-Cap POS,IBM-CCAE,717
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,2,AL,COMMERCIAL,Non-Cap POS,IBM-CCAE,8
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,WA,COMMERCIAL,Non-Cap POS,IBM-CCAE,19
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,NC,COMMERCIAL,Others,IBM-CCAE,109
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,21085
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,27267
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,NM,COMMERCIAL,Non-Cap POS,IBM-CCAE,556
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3635
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,NH,COMMERCIAL,HMO,IBM-MDCR,270
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,LA,COMMERCIAL,Cap POS,IBM-CCAE,2
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,NJ,COMMERCIAL,Others,IBM-CCAE,17192
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,2,FL,COMMERCIAL,Cap POS,IBM-MDCR,2366
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,AR,COMMERCIAL,PPO,IBM-CCAE,2028
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,TX,COMMERCIAL,Others,IBM-CCAE,8753
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,VA,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,GA,COMMERCIAL,HMO,IBM-CCAE,29
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,M,WEST NORTH CENTRAL,COM,EPO,OPTUM-SES,30
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,MO,COMMERCIAL,PPO,IBM-CCAE,184
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,MA,COMMERCIAL,Others,IBM-CCAE,39
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,M,NEW ENGLAND,COM,EPO,OPTUM-SES,4291
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,NE,COMMERCIAL,Others,IBM-CCAE,135
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,FL,COMMERCIAL,Cap POS,IBM-CCAE,17050
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,608
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,HI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,44
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,HI,COMMERCIAL,PPO,IBM-CCAE,1948
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,IA,COMMERCIAL,PPO,IBM-CCAE,16401
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,AK,COMMERCIAL,PPO,IBM-CCAE,46
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,SD,COMMERCIAL,PPO,IBM-CCAE,115
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,M,WEST NORTH CENTRAL,COM,POS,OPTUM-SES,117
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,AR,COMMERCIAL,CDHP/HDHP,IBM-MDCR,3
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,SC,COMMERCIAL,PPO,IBM-CCAE,124829
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,LA,COMMERCIAL,Others,IBM-CCAE,35
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,FL,COMMERCIAL,PPO,IBM-CCAE,297170
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,MD,COMMERCIAL,HMO,IBM-CCAE,2423
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,M,UNKNOWN,COM,PPO,OPTUM-SES,60
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,MT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,33
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,CT,COMMERCIAL,Others,IBM-CCAE,1093
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,F,WEST NORTH CENTRAL,MCR,PPO,OPTUM-SES,8164
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,PA,COMMERCIAL,Others,IBM-MDCR,72
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,UT,COMMERCIAL,Non-Cap POS,IBM-CCAE,18
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,76916
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,47
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,ME,COMMERCIAL,Non-Cap POS,IBM-CCAE,7
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,NJ,COMMERCIAL,Others,IBM-CCAE,2078
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,CT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,63
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,PA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,12
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,RI,COMMERCIAL,HMO,IBM-CCAE,503
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13588
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,AL,COMMERCIAL,Others,IBM-MDCR,222
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,1,MA,COMMERCIAL,Unknown,IBM-CCAE,5
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,ME,COMMERCIAL,HMO,IBM-CCAE,20
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,UN,COMMERCIAL,Unknown,IBM-CCAE,692
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,LA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,170
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,M,EAST SOUTH CENTRAL,COM,HMO,OPTUM-SES,982
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,WV,COMMERCIAL,CDHP/HDHP,IBM-MDCR,143
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,WA,COMMERCIAL,Non-Cap POS,IBM-CCAE,91
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,IN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,739
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,ND,COMMERCIAL,Others,IBM-CCAE,96
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,63
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,FL,COMMERCIAL,Cap POS,IBM-CCAE,1320
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,ID,COMMERCIAL,HMO,IBM-CCAE,3
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,NV,COMMERCIAL,PPO,IBM-CCAE,2603
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,M,EAST NORTH CENTRAL,MCR,PPO,OPTUM-SES,63
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,PA,COMMERCIAL,HMO,IBM-CCAE,5965
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,SD,COMMERCIAL,Others,IBM-CCAE,122
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,F,MOUNTAIN,MCR,POS,OPTUM-SES,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,VT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1665
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,NY,COMMERCIAL,Unknown,IBM-CCAE,178
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,F,SOUTH ATLANTIC,COM,HMO,OPTUM-SES,84392
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,OR,COMMERCIAL,HMO,IBM-MDCR,12
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,IL,COMMERCIAL,Unknown,IBM-CCAE,12
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,66911
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,WV,COMMERCIAL,PPO,IBM-MDCR,349
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,AZ,COMMERCIAL,Others,IBM-CCAE,953
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,ND,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1143
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,CA,COMMERCIAL,Others,IBM-CCAE,19
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,MI,COMMERCIAL,HMO,IBM-CCAE,143173
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,M,MOUNTAIN,COM,HMO,OPTUM-SES,22
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,CA,COMMERCIAL,Unknown,IBM-MDCR,19
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,OH,COMMERCIAL,CDHP/HDHP,IBM-CCAE,57280
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,2,GA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,209
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,FL,COMMERCIAL,Others,IBM-CCAE,6340
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,749
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,WV,COMMERCIAL,Unknown,IBM-CCAE,2478
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,WV,COMMERCIAL,Non-Cap POS,IBM-CCAE,2
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,ME,COMMERCIAL,PPO,IBM-CCAE,140
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,M,NEW ENGLAND,COM,HMO,OPTUM-SES,637
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,VA,COMMERCIAL,Others,IBM-CCAE,14946
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,FL,COMMERCIAL,PPO,IBM-CCAE,3610
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,M,PACIFIC,COM,POS,OPTUM-SES,415
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,DE,COMMERCIAL,HMO,IBM-CCAE,3197
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,AL,COMMERCIAL,Unknown,IBM-CCAE,311
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,NE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13889
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,2,FL,COMMERCIAL,PPO,IBM-CCAE,2570
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,UN,COMMERCIAL,Cap POS,IBM-CCAE,272
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,CA,COMMERCIAL,HMO,IBM-MDCR,109542
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,OK,COMMERCIAL,Others,IBM-CCAE,166
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,HI,COMMERCIAL,PPO,IBM-CCAE,244
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,MT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,17
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,MS,COMMERCIAL,PPO,IBM-CCAE,3471
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,PA,COMMERCIAL,PPO,IBM-CCAE,40309
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,NM,COMMERCIAL,Others,IBM-CCAE,50
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,MD,COMMERCIAL,Others,IBM-CCAE,459
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,F,MIDDLE ATLANTIC,COM,POS,OPTUM-SES,28
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,CO,COMMERCIAL,Others,IBM-CCAE,598
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,SC,COMMERCIAL,PPO,IBM-CCAE,155
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,LA,COMMERCIAL,Unknown,IBM-CCAE,1485
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,PA,COMMERCIAL,PPO,IBM-MDCR,501
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,MD,COMMERCIAL,PPO,IBM-CCAE,108842
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,M,UNKNOWN,COM,POS,OPTUM-SES,11
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,CO,COMMERCIAL,Non-Cap POS,IBM-CCAE,5500
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,492
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,ND,COMMERCIAL,PPO,IBM-CCAE,1
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,KY,COMMERCIAL,CDHP/HDHP,IBM-MDCR,920
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,TN,COMMERCIAL,Unknown,IBM-CCAE,460
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,NV,COMMERCIAL,Others,IBM-CCAE,354
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,TX,COMMERCIAL,Cap POS,IBM-CCAE,37
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,OR,COMMERCIAL,PPO,IBM-CCAE,13083
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,F,UNKNOWN,MCR,PPO,OPTUM-SES,249
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,OK,COMMERCIAL,PPO,IBM-CCAE,41107
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,MI,COMMERCIAL,Others,IBM-CCAE,1447
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,M,NEW ENGLAND,COM,HMO,OPTUM-SES,148
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,MS,COMMERCIAL,Others,IBM-CCAE,48
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,AR,COMMERCIAL,Others,IBM-CCAE,233
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,NJ,COMMERCIAL,Others,IBM-CCAE,12
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,OK,COMMERCIAL,Others,IBM-CCAE,258
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,WI,COMMERCIAL,Others,IBM-CCAE,19
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,MI,COMMERCIAL,Others,IBM-CCAE,4467
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,NY,COMMERCIAL,Unknown,IBM-MDCR,34
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,20284
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,CA,COMMERCIAL,PPO,IBM-CCAE,3534
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,CA,COMMERCIAL,Unknown,IBM-CCAE,2657
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,DE,COMMERCIAL,Others,IBM-CCAE,74
